date,BEV_Registrations,Total_Vehicle_Registrations,BEV_Share,Charging_Infrastructure,RHDI_per_head,CPI,Petrol_Price,PiCG_Amount_GBP,GT_Index,BEV_Registrations_lag_1,BEV_Registrations_lag_3,BEV_Registrations_lag_6,BEV_Registrations_lag_12,BEV_Share_lag_1,BEV_Share_lag_3,BEV_Share_lag_6,BEV_Share_lag_12,Charging_Infrastructure_lag_1,Charging_Infrastructure_lag_3,Charging_Infrastructure_lag_6,Charging_Infrastructure_lag_12,RHDI_per_head_lag_1,RHDI_per_head_lag_3,RHDI_per_head_lag_6,RHDI_per_head_lag_12,Petrol_Price_lag_1,Petrol_Price_lag_3,Petrol_Price_lag_6,Petrol_Price_lag_12,GT_Index_lag_1,GT_Index_lag_3,GT_Index_lag_6,GT_Index_lag_12,BEV_Share_rolling_mean_3,BEV_Share_rolling_std_3,BEV_Share_rolling_mean_6,BEV_Share_rolling_std_6,BEV_Share_rolling_mean_12,BEV_Share_rolling_std_12,Petrol_Price_rolling_mean_3,Petrol_Price_rolling_std_3,Petrol_Price_rolling_mean_6,Petrol_Price_rolling_std_6,Petrol_Price_rolling_mean_12,Petrol_Price_rolling_std_12,GT_Index_rolling_mean_3,GT_Index_rolling_std_3,GT_Index_rolling_mean_6,GT_Index_rolling_std_6,GT_Index_rolling_mean_12,GT_Index_rolling_std_12,FuelPrice_x_Policy,Interest_x_Income
2013-06-30,336,510500,0.0006581782566111,0,5212.0,98.3,134.33,5000.0,-1.8891554782166504,636.0,436.0,218.0,336.0,0.0013344523709609,0.0006309696092619,0.0005152446230205,0.0006919275123558,0.0,0.0,0.0,0.0,5186.3333,5135.0,5170.0,5197.0,133.34,138.54,132.29,132.82,-1.856898432091307,-1.8032656886214389,-1.993989223724713,-2.0395285727232,0.0008355599514399667,0.0004380222928161478,0.0005620905218453842,0.0004494795324048056,0.000529377467162037,0.00038052295490113066,134.69333333333336,1.5669184194889372,135.20000000000002,2.312323506778423,135.19833333333332,2.5328956958510362,-1.913753001582836,0.07235994630566901,-1.907744338687438,0.08998924016282936,-1.9278763519803388,0.10925144188962774,666700.0,-9630.494173072933
2013-07-31,536,459100,0.001167501633631,0,5239.3333,98.3,135.01,5000.0,-1.8220623254347568,336.0,236.0,38.0,236.0,0.0006581782566111,0.0005140492267479,8.650125199180514e-05,0.0005342992981661,0.0,0.0,0.0,0.0,5212.0,5160.6667,5158.3333,5184.6667,134.33,136.41,132.26,131.61,-1.8891554782166504,-1.9952050944405493,-2.038312702007363,-2.0610823765066058,0.0010533774204010001,0.00035228528420717015,0.0007422572521185835,0.0004372039356510493,0.0005821443284507786,0.0004228196519559502,134.22666666666666,0.8397817176705278,135.65833333333333,1.8366427705644697,135.48166666666665,2.271706740570105,-1.8560387452475717,0.033554836963626135,-1.8717026092586702,0.06780794799889867,-1.907958014391018,0.10444073320675949,671650.0000000001,-9846.278352465182
2013-08-31,236,363100,0.0006499586890663,0,5266.6667,98.7,137.0,5000.0,-1.4566448840027082,536.0,636.0,54.0,54.0,0.001167501633631,0.0013344523709609,0.0001483924154987,0.0001510489510489,0.0,0.0,0.0,0.0,5239.3333,5186.3333,5146.6667,5172.3333,135.01,133.34,136.32,135.12,-1.8220623254347568,-1.856898432091307,-1.8636286367473192,-2.016758898223956,0.0008252128597694666,0.0002964592617146239,0.0008258516310465166,0.00033753573623594545,0.0006237201399522287,0.0004005171684829996,135.4466666666667,1.3875277774998893,135.77166666666668,1.9053337415441811,135.63833333333332,2.309017238147163,-1.7226208958847053,0.2327719956524897,-1.8038719838012351,0.18307995675221542,-1.8612818465392476,0.16115731102772834,675050.0,-9546.391816325759
2013-09-30,536,698000,0.0007679083094555,0,5294.0,99.1,136.51,5000.0,-1.7185917697420636,236.0,336.0,436.0,54.0,0.0006499586890663,0.0006581782566111,0.0006309696092619,8.234217749313815e-05,0.0,0.0,0.0,0.0,5266.6667,5212.0,5135.0,5160.0,137.0,134.33,138.54,138.98,-1.4566448840027082,-1.8891554782166504,-1.8032656886214389,-1.9520974868737369,0.0008617895440509333,0.00027124332162109944,0.00084867474774545,0.0003261609799926196,0.0006808506509490921,0.0003634540625335089,136.17333333333332,1.0368381423027813,135.4333333333333,1.438480679976868,135.43249999999998,2.0830882886190767,-1.6657663263931763,0.18834907014488014,-1.789759663988006,0.18636993036165098,-1.8418230367782746,0.16327826277243446,685000.0,-7671.663104302425
2013-10-31,336,454900,0.0007386238733787,0,5315.6667,99.1,131.56,5000.0,-1.699795132928745,536.0,536.0,236.0,436.0,0.0007679083094555,0.001167501633631,0.0005140492267479,0.0009695352457193,0.0,0.0,0.0,0.0,5294.0,5239.3333,5160.6667,5163.3333,136.51,135.01,136.41,138.06,-1.7185917697420636,-1.8220623254347568,-1.9952050944405493,-1.6916867863691198,0.0007188302906335001,6.141553285535699e-05,0.00088610385551725,0.0002910794569677415,0.0006616080365873755,0.00035273515982904054,135.02333333333334,3.0093243981554565,134.625,2.023588396883107,134.89083333333335,2.1805648072891435,-1.625010595557839,0.14611156015001686,-1.7405246704027053,0.1581202321715013,-1.84249873232491,0.16261590413250024,682550.0,-9098.224829014485
2013-11-30,536,457800,0.0011708169506334,0,5337.3333,99.2,129.89,5000.0,-1.6527144876760076,336.0,236.0,636.0,326.0,0.0007386238733787,0.0006499586890663,0.0013344523709609,0.0007275161794242,0.0,0.0,0.0,0.0,5315.6667,5266.6667,5186.3333,5166.6667,131.56,137.0,133.34,135.12,-1.699795132928745,-1.4566448840027082,-1.856898432091307,-1.9724354199413063,0.0008924497111558665,0.00024151735871328364,0.0008588312854626666,0.00024462978073365324,0.0006985497675214754,0.0003822441580283292,132.65333333333334,3.442765361353189,134.04999999999998,2.8021349003928893,134.455,2.6108149198008173,-1.6903671301156056,0.03393551975270235,-1.7064940130001556,0.14981942533015508,-1.815855321302802,0.16555672347420355,657800.0,-9035.544384931403
2013-12-31,336,451700,0.0007438565419526,0,5359.0,99.6,130.41,5000.0,-1.7509961349669396,536.0,536.0,336.0,218.0,0.0011708169506334,0.0007679083094555,0.0006581782566111,0.0005152446230205,0.0,0.0,0.0,0.0,5337.3333,5294.0,5212.0,5170.0,129.89,136.51,134.33,132.29,-1.6527144876760076,-1.7185917697420636,-1.8891554782166504,-1.993989223724713,0.0008844324553215667,0.00024803004771874166,0.00087311099968625,0.00023278863388792465,0.0007176007607658172,0.00037795059844332316,130.62,0.8545759182189214,133.39666666666668,3.158161912674273,134.29833333333335,2.801950078503223,-1.7011685851905642,0.049155216680341916,-1.6834674557918703,0.12463000842060523,-1.795605897239654,0.15639514998410964,649449.9999999999,-8821.088070465596
2014-01-31,536,449200,0.0011932324131789,0,5355.3333,99.0,129.75,5000.0,-1.620635547989546,336.0,336.0,536.0,38.0,0.0007438565419526,0.0007386238733787,0.001167501633631,8.650125199180514e-05,0.0,0.0,0.0,0.0,5359.0,5315.6667,5239.3333,5158.3333,130.41,131.56,135.01,132.26,-1.7509961349669396,-1.699795132928745,-1.8220623254347568,-2.038312702007363,0.0010359686352549666,0.00025322464242328446,0.0008773994629442334,0.00023943862213790035,0.0008098283575314084,0.00034340288120791217,130.01666666666665,0.3477547028193145,132.51999999999998,3.3452653108534744,134.08916666666667,3.050598922814787,-1.674782056877498,0.06792425095000697,-1.6498963262176682,0.10548969740787448,-1.7607994677381695,0.14340788996442197,652050.0,-9383.58828728783
2014-02-28,236,365600,0.0006455142231947,0,5351.6667,99.5,129.0,5000.0,-1.6958220952428205,536.0,536.0,236.0,54.0,0.0011932324131789,0.0011708169506334,0.0006499586890663,0.0001483924154987,0.0,0.0,0.0,0.0,5355.3333,5337.3333,5266.6667,5146.6667,129.75,129.89,137.0,136.32,-1.620635547989546,-1.6527144876760076,-1.4566448840027082,-1.8636286367473192,0.0008608677261087333,0.0002920060218952813,0.0008766587186323,0.00024028834155454668,0.0008512551748394082,0.0002805981244775865,129.72,0.7054785609779829,131.18666666666664,2.742529246273595,133.47916666666666,3.286687910989161,-1.689151259399769,0.06543581356876607,-1.689759194757687,0.04662434537659742,-1.7468155892794608,0.14062383303785284,648750.0,-8679.043517312164
2014-03-31,1218,759600,0.0016034755134281,0,5348.0,99.7,128.97,5000.0,-1.7373884065553824,236.0,336.0,536.0,436.0,0.0006455142231947,0.0007438565419526,0.0007679083094555,0.0006309696092619,0.0,0.0,0.0,0.0,5351.6667,5359.0,5294.0,5135.0,129.0,130.41,136.51,138.54,-1.6958220952428205,-1.7509961349669396,-1.7185917697420636,-1.8032656886214389,0.0011474073832672333,0.00048062189756732285,0.0010159199192944,0.00037115127510954166,0.000932297333519925,0.0003443814100733552,129.24,0.441927595879108,129.92999999999998,0.9703401465461058,132.68166666666664,3.102989272337593,-1.68461534992925,0.05917770569408662,-1.692891967559907,0.049492396896168335,-1.7413258157739564,0.13950115454117543,645000.0,-9075.47463623523
