date,BEV_Registrations,Total_Vehicle_Registrations,BEV_Share,Charging_Infrastructure,RHDI_per_head,CPI,Petrol_Price,PiCG_Amount_GBP,GT_Index,market_share,market_share_pct,bev_growth_rate,bev_growth_rate_annual,growth_acceleration,cumulative_bev,adoption_velocity,market_momentum,month,quarter,is_march,is_september,is_plate_month,policy_regime,policy_change,policy_introduction,policy_reduction,policy_removal,policy_stable,months_since_policy_change,pre_2016,policy_active,post_policy,real_income_index,income_growth,inflation_rate,high_inflation,fuel_cost_advantage,fuel_price_normalized,high_fuel_prices,economic_stress,year,time_trend,time_trend_squared,covid_period,interest_momentum,interest_volatility,high_interest,BEV_Share_lag_1,BEV_Share_lag_3,BEV_Share_lag_6,BEV_Share_lag_12,RHDI_per_head_lag_1,RHDI_per_head_lag_3,RHDI_per_head_lag_6,RHDI_per_head_lag_12,Petrol_Price_lag_1,Petrol_Price_lag_3,Petrol_Price_lag_6,Petrol_Price_lag_12,GT_Index_lag_1,GT_Index_lag_3,GT_Index_lag_6,GT_Index_lag_12,Charging_Infrastructure_lag_1,Charging_Infrastructure_lag_3,Charging_Infrastructure_lag_6,Charging_Infrastructure_lag_12,BEV_Share_rolling_mean_1,BEV_Share_rolling_std_1,BEV_Share_rolling_mean_3,BEV_Share_rolling_std_3,BEV_Share_rolling_mean_6,BEV_Share_rolling_std_6,BEV_Share_rolling_mean_12,BEV_Share_rolling_std_12,RHDI_per_head_rolling_mean_1,RHDI_per_head_rolling_std_1,RHDI_per_head_rolling_mean_3,RHDI_per_head_rolling_std_3,RHDI_per_head_rolling_mean_6,RHDI_per_head_rolling_std_6,RHDI_per_head_rolling_mean_12,RHDI_per_head_rolling_std_12,Petrol_Price_rolling_mean_1,Petrol_Price_rolling_std_1,Petrol_Price_rolling_mean_3,Petrol_Price_rolling_std_3,Petrol_Price_rolling_mean_6,Petrol_Price_rolling_std_6,Petrol_Price_rolling_mean_12,Petrol_Price_rolling_std_12,GT_Index_rolling_mean_1,GT_Index_rolling_std_1,GT_Index_rolling_mean_3,GT_Index_rolling_std_3,GT_Index_rolling_mean_6,GT_Index_rolling_std_6,GT_Index_rolling_mean_12,GT_Index_rolling_std_12,Charging_Infrastructure_rolling_mean_1,Charging_Infrastructure_rolling_std_1,Charging_Infrastructure_rolling_mean_3,Charging_Infrastructure_rolling_std_3,Charging_Infrastructure_rolling_mean_6,Charging_Infrastructure_rolling_std_6,Charging_Infrastructure_rolling_mean_12,Charging_Infrastructure_rolling_std_12,GT_x_Income,FuelPrice_x_Policy,Infrastructure_x_Momentum
2011-11-30,38,433100,8.773955206649734e-05,0,5068.6667,94.6,133.66,5000.0,-2.085067921721686,8.773955206649734e-05,0.0087739552066497,-0.8256880733944953,,-5.562530178657653,1652,1.5026284509055514,2.6466753012515984,11,4,0,0,0,Medium_Grant,0.0,0,0,0,1,9.95400788436268,1,1,0,5357.998625792812,-0.0029585688331628,,0,-0.0118114285714285,0.2595077971223958,0,0,2011,11,121,0,-2.061892956983831,0.0184984804081154,0,0.0005048633626679,0.0001007556675062,8.495416946121172e-05,,5078.3333,5090.6667,5079.6667,,134.67,135.47,136.28,,-2.0610823765066058,-2.0395285727232,-1.9952050944405493,,0.0,0.0,0.0,,8.773955206649734e-05,,0.00021764650984424868,0.0002491141719215763,0.00033194363948672433,0.0002950404875310453,,,5068.6667,,5078.333333333333,9.666650000043687,5085.833333333333,10.378923729302093,,,133.66,,134.49999999999997,0.7692203845455846,134.85333333333332,0.7165100604086057,,,-2.085067921721686,,-2.061892956983831,0.02278049291244428,-2.054505710603389,0.018498480408115442,,,0.0,,0.0,0.0,0.0,0.0,,,-10568.514342068916,668300.0,0.0
2011-12-31,36,418900,8.59393650035808e-05,0,5059.0,95.1,132.55,5000.0,-2.059866505790769,8.59393650035808e-05,0.008593936500358,-0.0526315789473684,,0.7730564944471269,1688,1.3612411754643767,2.1023906620091646,12,4,0,0,0,Medium_Grant,0.0,0,0,0,1,10.972404730617608,1,1,0,5319.663512092534,-0.0071547449668496,,0,-0.0121285714285714,0.189395424151035,0,0,2011,12,144,0,-2.068672268006354,0.0170085494154899,0,8.773955206649734e-05,6.033661479834869e-05,0.0004551148225469,,5068.6667,5088.0,5096.0,,133.66,135.17,135.59,,-2.085067921721686,-2.0395285727232,-2.0395285727232,,0.0,0.0,0.0,,8.59393650035808e-05,,0.00022618075991265936,0.00024134789200900788,0.0002704143965628378,0.0003026140521296389,0.00030081706501029965,0.00027428860306669324,5059.0,,5068.666666666667,9.666650000044482,5079.666666666667,13.616976822285547,5081.75,21.275074902848637,132.55,,133.62666666666667,1.060393008904635,134.34666666666666,1.0760421305259034,133.4075,2.7258163914688063,-2.059866505790769,,-2.068672268006354,0.014212061108936217,-2.0578953661146504,0.017008549415489974,-1.9760528179701486,0.15846864364883298,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-10420.864652795499,662750.0,0.0
2012-01-31,26,424100,6.130629568497996e-05,0,5093.6667,94.6,133.24,5000.0,-1.820521029180506,6.130629568497996e-05,0.0061306295684979,-0.2777777777777778,-0.5185185185185186,-0.2251461988304093,1714,1.2246562626941973,2.1328493369013337,1,1,0,0,0,Medium_Grant,0.0,0,0,0,1,11.990801576872537,1,1,0,5384.425687103594,0.0121741111752358,3.6144578313253017,0,-0.0119314285714285,0.2329787911332327,0,0,2012,13,169,0,-1.988485152230987,0.0980111630155346,0,8.59393650035808e-05,0.0005048633626679,0.0007828518173345,0.0001273284602688,5059.0,5078.3333,5093.3333,5129.0,132.55,134.67,134.56,127.4,-2.059866505790769,-2.0610823765066058,-2.0622982472224427,-1.574770773452645,0.0,0.0,0.0,0.0,6.130629568497996e-05,,7.832840425168603e-05,1.476903190489451e-05,0.00015015680962125112,0.00017449302970328094,0.00029531521796164796,0.0002787113991685422,5093.6667,,5073.7778,17.88959277429212,5079.722233333334,13.684413247438059,5078.8055583333335,15.909760673273318,133.24,,133.15,0.5604462507685729,134.12666666666667,1.155693154200855,133.89416666666668,1.973153720838963,-1.820521029180506,,-1.988485152230987,0.1460059513010294,-2.017599163107661,0.0980111630155346,-1.9965320059474705,0.11052170235599616,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-9273.127342986472,666200.0,0.0
2012-02-29,18,359000,5.013927576601672e-05,0,5128.3333,95.1,135.14,5000.0,-1.9952050944405493,5.013927576601672e-05,0.0050139275766016,-0.3076923076923077,-0.5,-0.0299145299145299,1732,1.2267930148309494,2.071256640791688,2,1,0,0,0,Medium_Grant,0.0,0,0,0,1,12.943495400788436,1,1,0,5392.569190325973,0.0015124181659491,3.3695652173912904,0,-0.0113885714285714,0.3529909610842108,0,0,2012,14,196,0,-1.9585308764706084,0.0976976020474992,0,6.130629568497996e-05,8.773955206649734e-05,0.0001007556675062,9.988901220865704e-05,5093.6667,5068.6667,5090.6667,5088.0,133.24,133.66,135.47,129.0,-1.820521029180506,-2.085067921721686,-2.0395285727232,-2.017974768939793,0.0,0.0,0.0,0.0,5.013927576601672e-05,,6.579497881819249e-05,1.83172815820756e-05,0.00014172074433122057,0.0001785357768772948,0.000291169406591428,0.00028223041392786704,5128.3333,,5093.666666666667,34.666650000011835,5086.0,24.26152573751281,5082.166666666667,21.356753621591157,135.14,,133.64333333333335,1.3412804827230733,134.07166666666666,1.0846458715482752,134.40583333333333,1.253514755567042,-1.9952050944405493,,-1.9585308764706084,0.12381564114128925,-2.0102119167272194,0.09769760204749926,-1.9946345330725332,0.11031536502970608,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-10232.076726149115,675699.9999999999,0.0
2012-03-31,336,667900,0.0005030693217547,0,5163.0,95.4,138.41,5000.0,-1.9736512906571435,0.0005030693217547,0.05030693217547,17.666666666666668,0.05,17.974358974358974,2068,2.041607829645764,7.243293605780369,3,1,1,0,1,Medium_Grant,0.0,0,0,0,1,13.961892247043364,1,1,0,5411.949685534591,0.0035939261091697,3.470715835141003,0,-0.0104542857142857,0.5595382219998448,1,0,2012,15,225,0,-1.9297924714260664,0.0974453873445071,0,5.013927576601672e-05,8.59393650035808e-05,6.033661479834869e-05,0.0004833836858006,5128.3333,5059.0,5088.0,5047.0,135.14,132.55,135.17,132.25,-1.9952050944405493,-2.059866505790769,-2.0395285727232,-1.7198076404579006,0.0,0.0,0.0,0.0,0.0005030693217547,,0.00020483829773523224,0.00025833598926445155,0.0002155095288239458,0.00022389990071036738,0.0002928098762542696,0.0002835035711223807,5163.0,,5128.333333333333,34.666650000011835,5098.5,39.82614255877654,5091.833333333333,28.909294161043373,138.41,,135.59666666666666,2.6150780740417376,134.61166666666665,2.085544693039855,134.91916666666665,1.5227932369249402,-1.9736512906571435,,-1.9297924714260664,0.0952435177962364,-1.9992323697162098,0.09744538734450713,-2.015788170589137,0.06967785377516886,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-10189.961613662832,692050.0,0.0
2012-04-30,236,439300,0.0005372183018438,0,5174.3333,96.0,141.58,5000.0,-1.9736512906571435,0.0005372183018438,0.0537218301843799,-0.2976190476190476,-0.2624999999999999,-17.964285714285715,2304,2.016806242344177,7.360613870570903,4,2,0,0,0,Medium_Grant,0.0,0,0,0,1,14.947437582128778,1,1,0,5389.9305208333335,-0.0040686196252177,3.0042918454935563,0,-0.0095485714285714,0.7597690529180591,1,0,2012,16,256,0,-1.980835891918279,0.092771712690155,0,0.0005030693217547,6.130629568497996e-05,0.0005048633626679,0.0007366482504604,5163.0,5093.6667,5078.3333,5063.3333,138.41,133.24,134.67,134.29,-1.9736512906571435,-1.820521029180506,-2.0610823765066058,-2.0179747689397924,0.0,0.0,0.0,0.0,0.0005372183018438,,0.00036347563312150557,0.0002718938999699816,0.0002209020186865958,0.0002324875254661181,0.00027619071386955293,0.0002599904964366876,5174.3333,,5155.2222,23.96603074416,5114.5,48.45328008620264,5101.083333333333,35.87916941598116,141.58,,138.37666666666667,3.220129396986089,135.76333333333335,3.5311112509614713,135.52666666666667,2.431798187400133,-1.9736512906571435,,-1.980835891918279,0.012444094416409557,-1.984660522074633,0.09277171269015505,-2.0120945473989162,0.0707184286028704,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-10212.329595835237,707900.0000000001,0.0
2012-05-31,236,459000,0.0005141612200435,0,5185.6667,95.9,137.14,5000.0,-2.017974768939793,0.0005141612200435,0.05141612200435,0.0,5.2105263157894735,0.2976190476190476,2540,2.090243742344177,7.289995901950841,5,2,0,0,0,Medium_Grant,0.0,0,0,0,1,15.965834428383705,1,1,0,5407.368821689259,0.0032353479861237,2.676659528907921,0,-0.0108171428571428,0.4793195610326104,1,0,2012,17,289,0,-1.9884257834180268,0.0816221758991972,0,0.0005372183018438,5.013927576601672e-05,8.773955206649734e-05,8.495416946121172e-05,5174.3333,5128.3333,5068.6667,5079.6667,141.58,135.14,133.66,136.28,-1.9736512906571435,-1.9952050944405493,-2.085067921721686,-1.9952050944405493,0.0,0.0,0.0,0.0,0.0005141612200435,,0.0005181496145473334,1.742035241664536e-05,0.00029197229668276287,0.00024828010700183776,0.0003119579680847436,0.00026081212827586695,5185.6667,,5174.333333333333,11.333350000039406,5134.0,49.84196937433345,5109.916666666667,42.554567298713074,137.14,,139.04333333333332,2.286751699099392,136.34333333333333,3.399898037686814,135.59833333333333,2.4684144094883753,-2.017974768939793,,-1.9884257834180268,0.025590172117908015,-1.9734783299443173,0.0816221758991972,-2.0139920202738533,0.07052928220318107,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-10464.544560731278,685699.9999999999,0.0
2012-06-30,336,485600,0.0006919275123558,0,5197.0,95.5,132.82,5000.0,-2.0395285727232,0.0006919275123558,0.06919275123558,0.423728813559322,0.5412844036697249,0.423728813559322,2876,1.7308176347021906,7.255377372387022,6,2,0,0,0,Medium_Grant,0.0,0,0,0,1,16.95137976346912,1,1,0,5441.884816753926,0.0063831405259839,2.357984994640949,0,-0.0120514285714285,0.2064497851440678,0,0,2012,18,324,0,-2.0103848774400457,0.0776423557740995,0,0.0005141612200435,0.0005030693217547,8.59393650035808e-05,0.0004551148225469,5185.6667,5163.0,5059.0,5096.0,137.14,138.41,132.55,135.59,-2.017974768939793,-1.9736512906571435,-2.059866505790769,-2.0395285727232,0.0,0.0,0.0,0.0,0.0006919275123558,,0.0005811023447476999,9.666731912497144e-05,0.00039297032124146607,0.00027000965074730363,0.00033169235890215194,0.00028082059045144895,5197.0,,5185.666666666667,11.333350000039406,5157.0,38.964367197633194,5118.333333333333,49.04501937254651,132.82,,137.18,4.38013698415935,136.38833333333332,3.340924522743168,135.3675,2.5955105470793485,-2.0395285727232,,-2.0103848774400457,0.0335880769445965,-1.970088674433056,0.07764235577409953,-2.0139920202738533,0.07052928220318107,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-10599.429992442472,664100.0,0.0
2012-07-31,236,441700,0.0005342992981661,0,5184.6667,95.6,131.61,5000.0,-2.0610823765066058,0.0005342992981661,0.05342992981661,-0.2976190476190476,-0.2976190476190476,-0.7213478611783697,3112,1.6609090137614595,7.257102176570205,7,3,0,0,0,Medium_Grant,0.0,0,0,0,1,17.969776609724047,1,1,0,5423.291527196652,-0.0034167003131031,2.465166130760976,0,-0.0123971428571428,0.1300209821752873,0,0,2012,19,361,0,-2.0395285727232,0.035794105818859,0,0.0006919275123558,0.0005372183018438,6.130629568497996e-05,0.0007828518173345,5197.0,5174.3333,5093.6667,5093.3333,132.82,141.58,133.24,134.56,-2.0395285727232,-1.9736512906571435,-1.820521029180506,-2.0622982472224427,0.0,0.0,0.0,0.0,0.0005342992981661,,0.0005801293435218,9.734222343667062e-05,0.00047180248832165276,0.00021781269382397514,0.00031097964897145195,0.0002522298307837806,5184.6667,,5189.111133333333,6.850230869349882,5172.166666666667,24.35275051772707,5125.94445,51.820948626007045,131.61,,133.85666666666665,2.907100502792012,136.11666666666667,3.6955793411408027,135.12166666666664,2.809803724408003,-2.0610823765066058,,-2.0395285727231998,0.021553803783405746,-2.0101822323207394,0.03579410581885905,-2.0138906977142,0.07045441016071784,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-10686.02516343066,658050.0000000001,0.0
2012-08-31,54,357500,0.0001510489510489,0,5172.3333,96.1,135.12,5000.0,-2.016758898223956,0.0001510489510489,0.01510489510489,-0.771186440677966,0.5,-0.4735673930589184,3166,1.671048238943058,7.299963551262815,8,3,0,0,0,Medium_Grant,0.0,0,0,0,1,18.988173455978973,1,1,0,5382.2406867846,-0.0075693589780654,2.452025586353934,0,-0.0113942857142857,0.351727675084728,0,0,2012,20,400,0,-2.0391232824845877,0.0350645125140973,0,0.0005342992981661,0.0005141612200435,5.013927576601672e-05,0.0001007556675062,5184.6667,5185.6667,5128.3333,5090.6667,131.61,137.14,135.14,135.47,-2.0610823765066058,-2.017974768939793,-1.9952050944405493,-2.0395285727232,0.0,0.0,0.0,0.0,0.0001510489510489,,0.00045909192052360007,0.00027817173968477054,0.0004886207675354667,0.00017921924434069272,0.0003151707559333436,0.00024881385596711383,5172.3333,,5184.666666666667,12.333350000036265,5179.5,12.010656564568096,5132.75,52.1284580375706,135.12,,133.18333333333334,1.7829843895372794,136.11333333333334,3.6966453260580305,135.0925,2.8076749520490702,-2.016758898223956,,-2.0391232824845873,0.02216451842249763,-2.013774532951307,0.035064512514097305,-2.011993224839263,0.07000635303735256,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-10431.349207355079,675600.0,0.0
