date,BEV_Registrations,Total_Vehicle_Registrations,BEV_Share,Charging_Infrastructure,RHDI_per_head,CPI,Petrol_Price,PiCG_Amount_GBP,GT_Index,market_share,market_share_pct,bev_growth_rate,bev_growth_rate_annual,growth_acceleration,cumulative_bev,adoption_velocity,market_momentum,month,quarter,is_march,is_september,is_plate_month,policy_regime,policy_change,policy_introduction,policy_reduction,policy_removal,policy_stable,months_since_policy_change,pre_2016,policy_active,post_policy,real_income_index,income_growth,inflation_rate,high_inflation,fuel_cost_advantage,fuel_price_normalized,high_fuel_prices,economic_stress,year,time_trend,time_trend_squared,covid_period,interest_momentum,interest_volatility,high_interest,BEV_Share_lag_1,BEV_Share_lag_3,BEV_Share_lag_6,BEV_Share_lag_12,RHDI_per_head_lag_1,RHDI_per_head_lag_3,RHDI_per_head_lag_6,RHDI_per_head_lag_12,Petrol_Price_lag_1,Petrol_Price_lag_3,Petrol_Price_lag_6,Petrol_Price_lag_12,GT_Index_lag_1,GT_Index_lag_3,GT_Index_lag_6,GT_Index_lag_12,Charging_Infrastructure_lag_1,Charging_Infrastructure_lag_3,Charging_Infrastructure_lag_6,Charging_Infrastructure_lag_12,BEV_Share_rolling_mean_1,BEV_Share_rolling_std_1,BEV_Share_rolling_mean_3,BEV_Share_rolling_std_3,BEV_Share_rolling_mean_6,BEV_Share_rolling_std_6,BEV_Share_rolling_mean_12,BEV_Share_rolling_std_12,RHDI_per_head_rolling_mean_1,RHDI_per_head_rolling_std_1,RHDI_per_head_rolling_mean_3,RHDI_per_head_rolling_std_3,RHDI_per_head_rolling_mean_6,RHDI_per_head_rolling_std_6,RHDI_per_head_rolling_mean_12,RHDI_per_head_rolling_std_12,Petrol_Price_rolling_mean_1,Petrol_Price_rolling_std_1,Petrol_Price_rolling_mean_3,Petrol_Price_rolling_std_3,Petrol_Price_rolling_mean_6,Petrol_Price_rolling_std_6,Petrol_Price_rolling_mean_12,Petrol_Price_rolling_std_12,GT_Index_rolling_mean_1,GT_Index_rolling_std_1,GT_Index_rolling_mean_3,GT_Index_rolling_std_3,GT_Index_rolling_mean_6,GT_Index_rolling_std_6,GT_Index_rolling_mean_12,GT_Index_rolling_std_12,Charging_Infrastructure_rolling_mean_1,Charging_Infrastructure_rolling_std_1,Charging_Infrastructure_rolling_mean_3,Charging_Infrastructure_rolling_std_3,Charging_Infrastructure_rolling_mean_6,Charging_Infrastructure_rolling_std_6,Charging_Infrastructure_rolling_mean_12,Charging_Infrastructure_rolling_std_12,GT_x_Income,FuelPrice_x_Policy,Infrastructure_x_Momentum
2014-11-30,1000,275400,0.0036310820624546,0,5388.0,100.1,122.92,5000.0,-1.6394321848028646,0.0036310820624546,0.36310820624546,0.25,0.8656716417910448,0.7166666666666667,17432,0.4308578870974343,0.9301664948182772,11,4,0,0,0,Medium_Grant,0.0,0,0,0,1,45.959264126149804,1,1,0,5382.617382617383,0.0089895168311897,0.9072580645161256,0,-0.0148799999999999,-0.4188767846005094,0,0,2014,47,2209,0,-1.7136996763994432,0.0898866157043237,0,0.002840909090909,0.0028768699654775,0.0010938775510204,0.0011708169506334,5356.0,5325.6667,5335.3333,5337.3333,125.95,129.17,129.43,129.89,-1.752212005682776,-1.6139053433335333,-1.6782413291453386,-1.6527144876760076,0.0,0.0,0.0,0.0,0.0036310820624546,,0.003103225200950933,0.0004571402949373975,0.0028105468615769666,0.0005881535217145391,0.0020069350421721417,0.0009870183111781675,5388.0,,5356.0,32.000000000000405,5341.666666666667,25.636778702153258,5345.083333333333,18.619597203011484,122.92,,125.75666666666666,2.7451108052922493,127.91166666666668,2.98836019694171,128.665,2.1981500486460575,-1.6394321848028646,,-1.7136996763994432,0.06433230699626047,-1.644519300026859,0.08988661570432371,-1.6689353977075567,0.07298972020959221,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-8833.260611717835,614600.0,0.0
2014-12-31,1700,267800,0.0063480209111277,0,5420.0,100.1,116.83,5000.0,-1.6958220952428205,0.0063480209111277,0.6348020911127701,0.7,4.059523809523809,0.4499999999999999,19132,0.5202857477939516,0.9262574244960826,12,4,0,0,0,Medium_Grant,0.0,0,0,0,1,46.97766097240473,1,1,0,5414.585414585416,0.0059391239792132,0.5020080321285203,0,-0.01662,-0.8035473714433863,0,0,2014,48,2304,0,-1.6958220952428205,0.0856494768778726,0,0.0036310820624546,0.0028376844494892,0.0017886489585323,0.0007438565419526,5388.0,5324.0,5329.0,5359.0,122.92,128.4,130.01,130.41,-1.6394321848028646,-1.7494548387126885,-1.5802851073928204,-1.7509961349669396,0.0,0.0,0.0,0.0,0.0063480209111277,,0.004273337354830434,0.00183965410480286,0.0035704421870095334,0.0013953081895293421,0.0024739487396034,0.001518033845397,5420.0,,5388.0,31.999999999998817,5356.833333333333,39.70320418081181,5350.166666666667,28.480189925354217,116.83,,121.89999999999999,4.644771253786166,125.71499999999999,5.178798123116851,127.53333333333332,3.98639352464508,-1.6958220952428205,,-1.6958220952428205,0.05638991043995545,-1.6637754646685254,0.08564947687787262,-1.6643375610638802,0.06897808644265624,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-9191.355756216088,584150.0,0.0
2015-01-31,800,266700,0.0029996250468691,2410,5451.3333,99.3,108.27,5000.0,-1.5386427715058837,0.0029996250468691,0.29996250468691,-0.5294117647058824,0.4925373134328359,-1.2294117647058824,19932,0.4265649261319535,0.9773106678779878,1,1,0,0,0,Medium_Grant,0.0,0,0,0,1,47.99605781865966,1,1,0,5489.76163141994,0.0138840208581842,0.3030303030302939,0,-0.0190657142857142,-1.3442337792225365,0,0,2015,49,2401,0,-1.6246323505171898,0.0835691744936283,0,0.0063480209111277,0.002840909090909,0.0028880866425992,0.0011932324131789,5420.0,5356.0,5327.3333,5355.3333,116.83,125.95,131.02,129.75,-1.6958220952428205,-1.752212005682776,-1.53182632023647,-1.620635547989546,0.0,0.0,0.0,0.0,0.0029996250468691,,0.0043262426734838,0.00177915005614785,0.003589031921054517,0.0013851046435600204,0.0026244814590775834,0.0014682356260349776,5451.3333,,5419.777766666667,31.6672348487069,5377.5,51.72822668095848,5358.166666666667,40.85709797021745,108.27,,116.00666666666666,7.359621819993921,121.92333333333333,8.050146996587387,125.74333333333333,6.758952760912086,-1.5386427715058837,,-1.6246323505171898,0.07962795535339795,-1.6649115398800944,0.08356917449362838,-1.6575048296902415,0.0772639043451281,2410.0,,803.3333333333334,1391.414148746998,401.6666666666667,983.8783800179099,200.83333333333334,695.707074373499,-8387.654577114316,541350.0,0.0
2015-02-28,600,178800,0.0033557046979865,2529,5482.6667,99.5,107.0,5000.0,-1.689091890586808,0.0033557046979865,0.33557046979865,-0.25,1.542372881355932,0.2794117647058823,20532,0.4523733838433963,0.9622019686511888,2,1,0,0,0,Medium_Grant,0.0,0,0,0,1,48.91590013140604,1,1,0,5510.217788944723,0.0037262378402198,0.0,0,-0.0194285714285714,-1.42445244018977,0,0,2015,50,2500,0,-1.6411855857785045,0.0799498873302199,0,0.0029996250468691,0.0036310820624546,0.0028768699654775,0.0006455142231947,5451.3333,5388.0,5325.6667,5351.6667,108.27,122.92,129.17,129.0,-1.5386427715058837,-1.6394321848028646,-1.6139053433335333,-1.6958220952428205,2410.0,0.0,0.0,0.0,0.0033557046979865,,0.0042344502186611,0.0018390443125507567,0.003668837709806017,0.0013491943912277069,0.0028503306653102334,0.001338899009230177,5482.6667,,5451.333333333333,31.333350000008295,5403.666666666667,59.40408119164316,5369.083333333333,54.26387748772268,107.0,,110.7,5.346578345072317,118.22833333333331,9.080725558382689,123.90999999999998,8.543424904036296,-1.689091890586808,,-1.6411855857785043,0.08886841667819761,-1.6774426310889734,0.07994988733021992,-1.656943979302241,0.07698439924600312,2529.0,,1646.3333333333333,1427.0074748694674,823.1666666666666,1275.7994225843913,411.5833333333333,961.5863274566227,-9260.727861760335,535000.0,2318.906744449365
2015-03-31,2300,595000,0.0038655462184873,2660,5514.0,99.7,110.8,5000.0,-1.5507852282375651,0.0038655462184873,0.38655462184873,2.833333333333333,0.8883415435139572,3.083333333333333,22832,0.3417330825251289,1.2702667934396454,3,1,1,0,1,Medium_Grant,0.0,0,0,0,1,49.93429697766097,1,1,0,5530.591775325977,0.0036974920341861,0.0,0,-0.0183428571428571,-1.184428100287811,0,0,2015,51,2601,0,-1.5928399634434192,0.0851328292138127,0,0.0033557046979865,0.0063480209111277,0.0028376844494892,0.0016034755134281,5482.6667,5420.0,5324.0,5348.0,107.0,116.83,128.4,128.97,-1.689091890586808,-1.6958220952428205,-1.7494548387126885,-1.7373884065553824,2529.0,0.0,0.0,0.0,0.0038655462184873,,0.003406958654447633,0.0004352299333729838,0.0038401480046390333,0.001286345421662409,0.0030388365573985002,0.0013062353024664824,5514.0,,5482.666666666667,31.333350000006362,5435.333333333333,59.08337212975717,5382.916666666667,67.85697016521371,110.8,,108.69,1.9345025200282973,115.295,7.904284281324759,122.39583333333331,9.153475701843577,-1.5507852282375651,,-1.5928399634434192,0.08357741873845087,-1.6443310293431195,0.08513282921381274,-1.6413937144424227,0.07809622311025131,2660.0,,2533.0,125.04799078753818,1266.5,1389.6335847985251,633.25,1146.8325648577397,-8551.029748501935,554000.0,3212.5047206088634
2015-04-30,800,287600,0.0027816411682892,2742,5554.3333,99.9,112.83,5000.0,-1.390909810016672,0.0027816411682892,0.27816411682892,-0.6521739130434783,-0.1285403050108932,-3.4855072463768115,23632,0.3079107079981067,1.298198693162985,4,2,0,0,0,Medium_Grant,0.0,0,0,0,1,50.91984231274638,1,1,0,5559.893193193193,0.0052980619538653,-0.199800199800193,0,-0.0177628571428571,-1.0562045713401855,0,0,2015,52,2704,0,-1.5435956429470152,0.1158149008545871,0,0.0038655462184873,0.0029996250468691,0.002840909090909,0.0019399830938292,5514.0,5451.3333,5356.0,5341.6667,110.8,108.27,125.95,128.95,-1.5507852282375651,-1.5386427715058837,-1.752212005682776,-1.6770254584295017,2660.0,2410.0,0.0,0.0,0.0027816411682892,,0.0033342973615876664,0.0005422695316906612,0.0038302700175357335,0.0012957465483088026,0.0031089747302701664,0.001263774846667434,5554.3333,,5517.0,35.92736267650985,5468.388883333333,61.26242287926909,5400.638883333333,82.33160846148147,112.83,,110.21,2.9594425150686843,113.10833333333335,5.937115180511834,121.05250000000001,9.286063971937052,-1.390909810016672,,-1.5435956429470152,0.14922099683278933,-1.5841139967321023,0.11581490085458712,-1.6175507437413534,0.10520107970390051,2742.0,,2643.6666666666665,107.4352518186353,1723.5,1339.8053216792357,861.75,1275.173722567742,-7725.576675072275,564150.0,3453.20852381354
2015-05-31,900,300200,0.002998001332445,2826,5594.6667,100.1,115.28,5000.0,-1.6287289424609273,0.002998001332445,0.2998001332445,0.125,0.6791044776119404,0.7771739130434783,24532,0.353004208361215,1.3019300713658224,5,2,0,0,0,Medium_Grant,0.0,0,0,0,1,51.93823915900131,1,1,0,5589.077622377622,0.0052490988891942,0.0999999999999889,0,-0.0170628571428571,-0.9014520364033958,0,0,2015,53,2809,0,-1.5234746602383884,0.1148710185538295,0,0.0027816411682892,0.0033557046979865,0.0036310820624546,0.0010938775510204,5554.3333,5482.6667,5388.0,5335.3333,112.83,107.0,122.92,129.43,-1.390909810016672,-1.689091890586808,-1.6394321848028646,-1.6782413291453386,2742.0,2529.0,0.0,0.0,0.002998001332445,,0.003215062906407167,0.0005736282198684432,0.003724756562534133,0.0013402232929542665,0.00326765171205555,0.0010961898198422872,5594.6667,,5554.333333333333,40.33335000000253,5502.833333333333,65.00863925494359,5422.25,96.45579361145286,115.28,,112.96999999999998,2.2432788502539003,111.835,3.8720989140254756,119.87333333333333,9.020153529567432,-1.6287289424609273,,-1.5234746602383884,0.12123895942502472,-1.582330123008446,0.11487101855382957,-1.6134247115176523,0.10356256525604322,2826.0,,2742.6666666666665,83.00200800784039,2194.5,1085.3017552736198,1097.25,1359.708867568883,-9112.195577712366,576400.0,3569.892255685085
2015-06-30,1300,359900,0.0036121144762434,2907,5635.0,100.2,116.39,5000.0,-1.5547582659234898,0.0036121144762434,0.36121144762434,0.4444444444444444,0.3888888888888888,0.3194444444444444,25832,0.3278521906718838,1.2931698693961016,6,2,0,0,0,Medium_Grant,0.0,0,0,0,1,52.923784494086725,1,1,0,5623.75249500998,0.0062040420575886,0.0,0,-0.0167457142857142,-0.831339663432034,0,0,2015,54,2916,0,-1.524799006133697,0.1005385830439217,0,0.002998001332445,0.0038655462184873,0.0063480209111277,0.0017886489585323,5594.6667,5514.0,5420.0,5329.0,115.28,110.8,116.83,130.01,-1.6287289424609273,-1.5507852282375651,-1.6958220952428205,-1.5802851073928204,2826.0,2660.0,0.0,0.0,0.0036121144762434,,0.003130585658992533,0.0004308194883482497,0.003268772156720083,0.0004158447070275696,0.0034196071718648083,0.0009941681420883304,5635.0,,5594.666666666667,40.33335000000174,5538.666666666667,69.3298144940503,5447.75,109.17247460841281,116.39,,114.83333333333333,1.8215469616043483,111.76166666666667,3.761156293836237,118.73833333333333,8.46875415688134,-1.5547582659234898,,-1.5247990061336967,0.12170724248991424,-1.5588194847885577,0.10053858304392173,-1.6112974747285413,0.1045624958783255,2907.0,,2825.0,82.50454532933489,2679.0,185.89459378906162,1339.5,1404.6645345225509,-8761.062828478865,581950.0,3654.498050913383
2015-07-31,600,281000,0.0021352313167259,3020,5668.0,100.0,116.5,5000.0,-1.4876651131415968,0.0021352313167259,0.21352313167259,-0.5384615384615384,-0.25,-0.9829059829059827,26432,0.2950886579083511,1.294375385927404,7,3,0,0,0,Medium_Grant,0.0,0,0,0,1,53.942181340341655,1,1,0,5668.0,0.0078679680567879,0.1001001001000867,0,-0.0167142857142857,-0.8243915904348721,0,0,2015,55,3025,0,-1.557050773842005,0.1046544389623259,0,0.0036121144762434,0.0027816411682892,0.0029996250468691,0.0028880866425992,5635.0,5554.3333,5451.3333,5327.3333,116.39,112.83,108.27,131.02,-1.5547582659234898,-1.390909810016672,-1.5386427715058837,-1.53182632023647,2907.0,2742.0,2410.0,0.0,0.0021352313167259,,0.0029151157084714332,0.0007419221567743589,0.00312470653502955,0.0006249126900438695,0.003356869228042033,0.0010527862560959019,5668.0,,5632.555566666667,36.72770974295303,5574.777783333334,71.14637529093437,5476.1388916666665,118.87489686593068,116.5,,116.05666666666667,0.6748580097548011,113.13333333333333,3.7337041482506486,117.52833333333332,7.540914862912516,-1.4876651131415968,,-1.557050773842005,0.07055985175704092,-1.5503232083945095,0.10465443896232596,-1.607617374137302,0.1083232744814738,3020.0,,2917.6666666666665,97.43886972524682,2780.6666666666665,175.89049623747968,1591.1666666666667,1413.3677918898234,-8432.08586128657,582500.0,3762.7492468909636
2015-08-31,700,181300,0.0038610038610038,3134,5701.0,100.3,114.12,5000.0,-1.6299448131767644,0.0038610038610038,0.38610038610038,0.1666666666666667,0.3999999999999999,0.7051282051282052,27132,0.34022754679724,1.2681372972614828,8,3,0,0,0,Medium_Grant,0.0,0,0,0,1,54.96057818659658,1,1,0,5683.9481555334,0.0028137183368734,0.0998003992015883,0,-0.0173942857142857,-0.9747226243734674,0,0,2015,56,3136,0,-1.5574560640806172,0.0908433244316304,0,0.0021352313167259,0.002998001332445,0.0033557046979865,0.0028768699654775,5668.0,5594.6667,5482.6667,5325.6667,116.5,115.28,107.0,129.17,-1.4876651131415968,-1.6287289424609273,-1.689091890586808,-1.6139053433335333,3020.0,2826.0,2529.0,0.0,0.0038610038610038,,0.0032027832179910335,0.000932864822942052,0.0032089230621990994,0.0006926468669019842,0.0034388803860025585,0.0010503242091242533,5701.0,,5668.0,32.99999999998873,5611.166666666667,70.44391373442772,5507.416666666667,124.90894837377392,114.12,,115.67,1.3434656675914,114.32,2.218531045533863,116.27416666666666,6.624558247135789,-1.6299448131767644,,-1.5574560640806172,0.0711782048572224,-1.5404653621595026,0.09084332443163043,-1.608953996624238,0.10850671826693203,3134.0,,3020.3333333333335,113.50036710660287,2881.5,176.1768997343298,1852.3333333333333,1381.820954941396,-9292.315379920734,570600.0,3829.774637729678
2015-09-30,1900,565400,0.0033604527767951,3244,5734.0,100.2,110.4,5000.0,-1.3330396758085967,0.0033604527767951,0.33604527767951,1.7142857142857144,0.2666666666666666,1.5476190476190477,29032,0.3164180229877161,0.8521127867731141,9,3,0,1,1,Medium_Grant,0.0,0,0,0,1,55.946123521682,1,1,0,5722.554890219561,0.0067922390616066,-0.0997008973080748,0,-0.0184571428571428,-1.2096938202774905,0,0,2015,57,3249,0,-1.4835498673756529,0.123514595162511,0,0.0038610038610038,0.0036121144762434,0.0038655462184873,0.0028376844494892,5701.0,5635.0,5514.0,5324.0,114.12,116.39,110.8,128.4,-1.6299448131767644,-1.5547582659234898,-1.5507852282375651,-1.7494548387126885,3134.0,2907.0,2660.0,0.0,0.0033604527767951,,0.0031188959848415993,0.0008878823015749366,0.0031247408219170665,0.0006241932070607512,0.00348244441327805,0.0010338335908441005,5734.0,,5701.0,32.99999999998873,5647.833333333333,66.92043770197215,5541.583333333333,126.2446035650516,110.4,,113.67333333333335,3.074432196899092,114.25333333333333,2.347710941888763,114.77416666666669,5.585716293829217,-1.3330396758085967,,-1.4835498673756529,0.14849534196293235,-1.5041744367546743,0.12351459516251102,-1.574252733048897,0.12484495128632818,3244.0,,3132.6666666666665,112.00595222278866,2978.8333333333335,190.10146413604141,2122.6666666666665,1301.480159687656,-7643.649501086494,552000.0,2670.5214737469396
2015-10-31,1100,280300,0.0039243667499108,3386,5734.3333,100.3,108.74,5000.0,-1.3117502250774729,0.0039243667499108,0.39243667499108,-0.4210526315789473,0.375,-2.1353383458646618,30132,0.3202191925783594,0.8095035660371397,10,4,0,0,0,Medium_Grant,0.0,0,0,0,1,56.96452036793692,1,1,0,5717.181754735793,-0.0009389399642021,-0.099601593625509,0,-0.0189314285714285,-1.3145465582346627,0,0,2015,58,3364,0,-1.4249115713542784,0.1410199307514112,0,0.0033604527767951,0.0021352313167259,0.0027816411682892,0.002840909090909,5734.0,5668.0,5554.3333,5356.0,110.4,116.5,112.83,125.95,-1.3330396758085967,-1.4876651131415968,-1.390909810016672,-1.752212005682776,3244.0,3020.0,2742.0,0.0,0.0039243667499108,,0.0037152744625699,0.0003089134756606065,0.003315195085520667,0.0006711383004948341,0.0035727325515282,0.0010199302666001387,5734.3333,,5723.111099999999,19.14949946158538,5677.833333333333,56.09226847100734,5573.1111083333335,122.88134265651762,108.74,,111.08666666666666,2.7549470654314416,113.57166666666667,3.2601129837268137,113.33999999999999,4.572968003784188,-1.3117502250774729,,-1.4249115713542784,0.1778827784449269,-1.4909811725981414,0.14101993075141125,-1.5375475846651219,0.13229434449499028,3386.0,,3254.6666666666665,126.33817053184538,3086.1666666666665,210.3638910713207,2404.8333333333335,1158.6527311991076,-7522.012996944248,543700.0,2626.029568224481
2015-11-30,1200,281800,0.0042583392476933,3525,5734.6667,100.3,107.19,5000.0,-1.565608827364959,0.0042583392476933,0.4258339247693299,0.0909090909090908,0.1999999999999999,0.5119617224880382,31332,0.3069616168207836,0.8106624118525986,11,4,0,0,0,Medium_Grant,0.0,0,0,0,1,57.95006570302234,1,1,0,5717.514157527417,5.814102225265572e-05,0.199800199800193,0,-0.0193742857142857,-1.4124512231946722,0,0,2015,59,3481,0,-1.4034662427503433,0.1306628625722451,0,0.0039243667499108,0.0038610038610038,0.002998001332445,0.0036310820624546,5734.3333,5701.0,5594.6667,5388.0,108.74,114.12,115.28,122.92,-1.3117502250774729,-1.6299448131767644,-1.6287289424609273,-1.6394321848028646,3386.0,3134.0,2826.0,0.0,0.0042583392476933,,0.0038477195914663996,0.00045382388525584406,0.003525251404728716,0.0007451577258768992,0.0036250039836314245,0.0010390861142469438,5734.6667,,5734.333333333333,0.3333500001340726,5701.166666666667,41.900808849275855,5602.0,115.96133294938815,107.19,,108.77666666666669,1.605314091799128,112.22333333333331,4.001023202465086,112.02916666666665,3.759340992377142,-1.565608827364959,,-1.4034662427503433,0.14082248928079388,-1.4804611534154797,0.13066286257224516,-1.5313956382119631,0.12879600985266013,3525.0,,3385.0,140.50266901379607,3202.6666666666665,230.09534255752826,2698.5833333333335,914.6941325167697,-8978.244807515879,535950.0,2744.9029265328986
2015-12-31,2300,283000,0.0081272084805653,3667,5735.0,100.3,103.8,5000.0,-1.3252157454090103,0.0081272084805653,0.81272084805653,0.9166666666666669,0.3529411764705883,0.8257575757575759,33632,0.3250171723763392,0.855819980341821,12,4,0,0,0,Medium_Grant,0.0,0,0,0,1,58.96846254927726,1,1,0,5717.846460618146,5.812020426598785e-05,0.199800199800193,0,-0.0203428571428571,-1.6265782001072095,0,0,2015,60,3600,0,-1.400858265950481,0.1379589547200505,0,0.0042583392476933,0.0033604527767951,0.0036121144762434,0.0063480209111277,5734.6667,5734.0,5635.0,5420.0,107.19,110.4,116.39,116.83,-1.565608827364959,-1.3330396758085967,-1.5547582659234898,-1.6958220952428205,3525.0,3244.0,2907.0,0.0,0.0081272084805653,,0.0054366381593898,0.002336078101693434,0.0042777670721157,0.0020272683561306003,0.0037732696144178912,0.0014914279691423003,5735.0,,5734.666666666667,0.3333500001340726,5717.833333333333,27.85099248184053,5628.25,106.2645019550873,103.8,,106.57666666666665,2.5264665707917824,110.125,4.630644663542756,110.94333333333333,4.111866051349411,-1.3252157454090103,,-1.400858265950481,0.14283693735949116,-1.4422040666630667,0.13795895472005051,-1.5005117757258122,0.1302099237152999,3667.0,,3526.0,140.50266901379607,3329.3333333333335,243.57312385948086,3004.1666666666665,397.51771448997494,-7600.112299920675,519000.0,3016.7654307049193
2016-01-31,900,272100,0.0033076074972436,3752,5722.0,99.5,101.78,5000.0,-1.329188783094935,0.0033076074972436,0.33076074972436,-0.6086956521739131,0.125,-1.5253623188405798,34532,0.3184101817540033,0.8702927652253709,1,1,0,0,0,Medium_Grant,0.0,0,0,0,1,59.98685939553219,0,1,0,5750.753768844222,0.005755192702834,0.2014098690835908,0,-0.02092,-1.7541700860550928,0,0,2016,61,3721,0,-1.4066711186229686,0.1426066774823657,0,0.0081272084805653,0.0039243667499108,0.0021352313167259,0.0029996250468691,5735.0,5734.3333,5668.0,5451.3333,103.8,108.74,116.5,108.27,-1.3252157454090103,-1.3117502250774729,-1.4876651131415968,-1.5386427715058837,3667.0,3386.0,3020.0,2410.0,0.0033076074972436,,0.005231051741834067,0.002552795645327303,0.004473163102201983,0.0018259659046649108,0.003798934818615767,0.0014795067395629608,5722.0,,5730.555566666667,7.411211976633384,5726.833333333333,13.611678156036508,5650.8055583333335,93.2241157610675,101.78,,104.25666666666666,2.7337580970758713,107.67166666666667,4.47436438688931,110.40250000000002,4.8550987725180645,-1.329188783094935,,-1.4066711186229686,0.13765842764694428,-1.415791344988623,0.1426066774823657,-1.4830572766915664,0.138413920444102,3752.0,,3648.0,114.68652928744652,3451.3333333333335,240.95449086220762,3116.0,403.8861225642691,-7605.618216869218,508900.0,3191.3635700814352
2016-02-29,500,186400,0.0026824034334763,3830,5709.0,99.8,101.43,5000.0,-1.3345809720628474,0.0026824034334763,0.26824034334763,-0.4444444444444444,-0.1666666666666666,0.1642512077294686,35032,0.3022064780502996,0.9244672103294428,2,1,0,0,0,Medium_Grant,0.0,0,0,0,1,60.939553219448094,0,1,0,5720.440881763527,-0.0052711154570589,0.3015075376884502,0,-0.02102,-1.7762775910460624,0,0,2016,62,3844,0,-1.3296618335222643,0.0978537404568036,0,0.0033076074972436,0.0042583392476933,0.0038610038610038,0.0033557046979865,5722.0,5734.6667,5701.0,5482.6667,101.78,107.19,114.12,107.0,-1.329188783094935,-1.565608827364959,-1.6299448131767644,-1.689091890586808,3752.0,3525.0,3134.0,2529.0,0.0026824034334763,,0.004705739803761734,0.0029795227738848976,0.004276729697614066,0.0019632280654532175,0.003742826379906583,0.0015102905689114109,5709.0,,5722.0,12.999999999971642,5728.166666666667,10.643203569580072,5669.666666666667,77.72042777117657,101.43,,102.33666666666666,1.2793097096979422,105.55666666666667,3.7586628828165805,109.93833333333333,5.440882002919587,-1.3345809720628474,,-1.3296618335222645,0.00470049998401537,-1.3665640381363036,0.09785374045680363,-1.4535147001479027,0.12787221322545847,3830.0,,3749.6666666666665,81.5250472758751,3567.3333333333335,224.60958721004192,3224.4166666666665,406.5979605398325,-7619.1227695067955,507150.00000000006,3468.6009731560694
2016-03-31,2900,622100,0.0046616299630284,3913,5696.0,100.2,102.29,4500.0,-1.4606990572825211,0.0046616299630284,0.4661629963028399,4.8,0.2608695652173913,5.2444444444444445,37932,0.4660953669391885,2.073845095811288,3,1,1,0,1,Medium_Grant,-500.0,0,1,0,0,0.0,0,1,0,5684.630738522954,-0.0062600320466091,0.5015045135406293,0,-0.0207742857142857,-1.7219562930682506,0,0,2016,63,3969,0,-1.3748229374801015,0.1028573173096911,0,0.0026824034334763,0.0081272084805653,0.0033604527767951,0.0038655462184873,5709.0,5735.0,5734.0,5514.0,101.43,103.8,110.4,110.8,-1.3345809720628474,-1.3252157454090103,-1.3330396758085967,-1.5507852282375651,3830.0,3667.0,3244.0,2660.0,0.0046616299630284,,0.0035505469645827664,0.0010117307460060696,0.004493592561986283,0.0019129939880691792,0.0038091666919516745,0.001533477362951146,5696.0,,5709.0,12.999999999971642,5721.833333333333,16.28735037455585,5684.833333333333,60.41230595761619,102.29,,101.83333333333333,0.4324735059252983,104.205,3.0623177496785337,109.22916666666667,5.857044644673131,-1.4606990572825211,,-1.3748229374801015,0.07441975470065895,-1.387840601715291,0.10285731730969119,-1.4460075192349828,0.12423515028746253,3913.0,,3831.6666666666665,80.51293891874577,3678.8333333333335,196.2624942944146,3328.8333333333335,409.3551099725099,-8320.14183028124,460305.0,7942.826716957234
2016-04-30,900,291100,0.0030917210580556,4074,5691.6667,100.2,105.86,4500.0,-1.3345348516649598,0.0030917210580556,0.30917210580556,-0.6896551724137931,0.125,-5.4896551724137925,38832,0.4629719286583289,2.1061086243871787,4,2,0,0,0,Medium_Grant,0.0,0,0,0,1,0.985545335085414,0,1,0,5680.306087824351,-0.0007607619382022,0.3003003003003046,0,-0.0197542857142857,-1.4964597421603578,0,0,2016,64,4096,0,-1.3766049603367765,0.0998632795283838,0,0.0046616299630284,0.0033076074972436,0.0039243667499108,0.0027816411682892,5696.0,5722.0,5734.3333,5554.3333,102.29,101.78,108.74,112.83,-1.4606990572825211,-1.329188783094935,-1.3117502250774729,-1.390909810016672,3913.0,3752.0,3386.0,2742.0,0.0030917210580556,,0.0034785848181867664,0.001044788060085795,0.004354818280010417,0.001991150716159703,0.0038350066827655418,0.0015171141301777585,5691.6667,,5698.888900000001,9.02053932031031,5714.722233333334,18.850777447404447,5696.277783333334,44.303544689555764,105.86,,103.19333333333334,2.349092023171427,103.72500000000001,2.3528429611846513,108.64833333333333,5.812928902389881,-1.3345348516649598,,-1.3766049603367765,0.07282762791422762,-1.3916380394798722,0.09986327952838384,-1.4413096060390067,0.12753026436880155,4074.0,,3939.0,124.06046912695584,3793.5,191.8903332635548,3439.8333333333335,416.29706031179467,-7595.727575210891,476370.0,8241.20304722703
