date,BEV_Registrations,Total_Vehicle_Registrations,BEV_Share,Charging_Infrastructure,RHDI_per_head,CPI,Petrol_Price,PiCG_Amount_GBP,GT_Index,market_share,market_share_pct,bev_growth_rate,bev_growth_rate_annual,growth_acceleration,cumulative_bev,adoption_velocity,market_momentum,month,quarter,is_march,is_september,is_plate_month,policy_regime,policy_change,policy_introduction,policy_reduction,policy_removal,policy_stable,months_since_policy_change,pre_2016,policy_active,post_policy,real_income_index,income_growth,inflation_rate,high_inflation,fuel_cost_advantage,fuel_price_normalized,high_fuel_prices,economic_stress,year,time_trend,time_trend_squared,covid_period,interest_momentum,interest_volatility,high_interest
2012-11-30,326,448100,0.0007275161794242,0,5166.6667,97.2,135.12,5000.0,-1.9724354199413063,0.0007275161794242,0.07275161794242,-0.2522935779816514,7.578947368421053,-7.326367652055726,3982,1.908970814665408,2.986985641191456,11,4,0,0,0,Medium_Grant,0.0,0,0,0,1,21.97766097240473,1,1,0,5315.5007201646085,-0.0014133508368189274,2.748414376321362,0,-0.011394285714285718,0.351727675084728,0,0,2012,23,529,0,-1.872073231061388,0.13554101311289374,0
2012-12-31,218,423100,0.0005152446230205,0,5170.0,97.6,132.29,5000.0,-1.993989223724713,0.0005152446230205,0.051524462302049996,-0.3312883435582822,5.055555555555555,-0.07899476557663077,4200,1.8857494176144989,3.033154109651715,12,4,0,0,0,Medium_Grant,0.0,0,0,0,1,22.996057818659658,1,1,0,5297.131147540984,-0.0034558498983809915,2.628811777076767,0,-0.012202857142857147,0.17297270615774188,0,0,2012,24,576,0,-1.8860371433450467,0.1311035932905475,0
2013-01-31,38,439300,8.650125199180514e-05,0,5158.3333,97.1,132.26,5000.0,-2.038312702007363,8.650125199180514e-05,0.008650125199180514,-0.8256880733944953,0.46153846153846145,-0.49439972983621316,4238,1.8400902263131054,3.082244909492958,1,1,0,0,0,Medium_Grant,0.0,0,0,0,1,24.014454664914584,1,1,0,5312.392687950567,0.0028810954428923896,2.6427061310782207,0,-0.012211428571428574,0.1710777771585158,0,0,2013,25,625,0,-2.001579115224461,0.12745469187565125,0
2013-02-28,54,363900,0.0001483924154987,0,5146.6667,97.8,136.32,5000.0,-1.8636286367473192,0.0001483924154987,0.01483924154987,0.42105263157894735,2.0,1.2467407049734427,4292,1.9008189712523766,2.996732625736272,2,1,0,0,0,Medium_Grant,0.0,0,0,0,1,24.93429697766097,1,1,0,5262.440388548058,-0.009402975709195904,2.8391167192429068,0,-0.011051428571428573,0.42752483505376704,0,0,2013,26,676,0,-1.9653101874931318,0.12533667218929478,0
2013-03-31,436,691000,0.0006309696092619,0,5135.0,98.1,138.54,5000.0,-1.8032656886214389,0.0006309696092619,0.06309696092619001,7.074074074074074,0.29761904761904767,6.6530214424951275,4728,1.0181029218696607,3.8014085572778282,3,1,1,0,1,Medium_Grant,0.0,0,0,0,1,25.952693823915897,1,1,0,5234.454638124364,-0.005318017565499877,2.8301886792452713,0,-0.010417142857142861,0.5677495809964905,1,0,2013,27,729,0,-1.9017356757920405,0.13195590921456374,0
2013-04-30,236,459100,0.0005140492267479,0,5160.6667,98.3,136.41,5000.0,-1.9952050944405493,0.0005140492267479,0.05140492267479,-0.45871559633027525,0.0,-7.53278967040435,4964,1.0046782094770583,3.03341198255158,4,2,0,0,0,Medium_Grant,0.0,0,0,0,1,26.938239159001313,1,1,0,5249.915259409969,0.002953625994387199,2.3958333333333304,0,-0.011025714285714291,0.43320962205144525,0,0,2013,28,784,0,-1.8873664732697695,0.09065175594143152,0
2013-05-31,636,476600,0.0013344523709609,0,5186.3333,98.5,133.34,5000.0,-1.856898432091307,0.0013344523709609,0.13344523709609002,1.694915254237288,1.694915254237288,2.153630850567563,5600,1.1459211473301656,2.9843821342757484,5,2,0,0,0,Medium_Grant,0.0,0,0,0,1,27.95663600525624,1,1,0,5265.312994923858,0.002932949343571023,2.711157455683,0,-0.011902857142857139,0.23929522113065235,0,0,2013,29,841,0,-1.8851230717177654,0.09565695530108169,0
2013-06-30,336,510500,0.0006581782566111,0,5212.0,98.3,134.33,5000.0,-1.8891554782166504,0.0006581782566111,0.06581782566111,-0.4716981132075472,0.0,-2.1666133674448353,5936,1.07130223676626,2.9998883041493563,6,2,0,0,0,Medium_Grant,0.0,0,0,0,1,28.942181340341655,1,1,0,5302.136317395728,0.006993567620266816,2.9319371727748678,0,-0.011619999999999998,0.3018278781051107,0,0,2013,30,900,0,-1.913753001582836,0.08998924016282936,0
2013-07-31,536,459100,0.001167501633631,0,5239.3333,98.3,135.01,5000.0,-1.8220623254347568,0.001167501633631,0.1167501633631,0.5952380952380953,1.2711864406779663,1.0669362084456426,6472,1.1457069986710218,2.8569796945395622,7,3,0,0,0,Medium_Grant,0.0,0,0,0,1,29.96057818659658,1,1,0,5329.942319430316,0.005244301611665447,2.8242677824267703,0,-0.011425714285714296,0.3447796020875652,0,0,2013,31,961,0,-1.8560387452475717,0.06780794799889867,0
2013-08-31,236,363100,0.0006499586890663,0,5266.6667,98.7,137.0,5000.0,-1.4566448840027082,0.0006499586890663,0.06499586890662999,-0.5597014925373134,3.3703703703703702,-1.1549395877754087,6708,1.1633307443494096,2.9557451774771124,8,3,0,0,0,Medium_Grant,0.0,0,0,0,1,30.97897503285151,1,1,0,5336.03515704154,0.0011431338738905339,2.7055150884495394,0,-0.010857142857142857,0.4704765590362233,1,0,2013,32,1024,0,-1.7226208958847053,0.18307995675221542,0
2013-09-30,536,698000,0.0007679083094555,0,5294.0,99.1,136.51,5000.0,-1.7185917697420636,0.0007679083094555,0.07679083094555,1.2711864406779663,8.925925925925926,1.8308879332152797,7244,1.26926294773924,0.9873348701824685,9,3,0,1,1,Medium_Grant,0.0,0,0,0,1,31.964520367936924,1,1,0,5342.0787083753785,0.0011325921130529437,2.694300518134707,0,-0.010997142857142858,0.43952605204886486,1,0,2013,33,1089,0,-1.6657663263931763,0.18636993036165098,0
2013-10-31,336,454900,0.0007386238733787,0,5315.6667,99.1,131.56,5000.0,-1.699795132928745,0.0007386238733787,0.07386238733787,-0.3731343283582089,-0.22935779816513757,-1.6443207690361752,7580,0.6486622475365499,0.9739253828709551,10,4,0,0,0,Medium_Grant,0.0,0,0,0,1,32.98291721419185,1,1,0,5363.94217961655,0.004092689837552177,2.1649484536082397,0,-0.012411428571428573,0.12686276717657669,0,0,2013,34,1156,0,-1.625010595557839,0.1581202321715013,0
2013-11-30,536,457800,0.0011708169506334,0,5337.3333,99.2,129.89,5000.0,-1.6527144876760076,0.0011708169506334,0.11708169506334,0.5952380952380953,0.6441717791411044,0.9683724235963043,8116,0.7192898869715286,0.7501029704076744,11,4,0,0,0,Medium_Grant,0.0,0,0,0,1,33.96846254927726,1,1,0,5380.376310483871,0.003063815812514248,2.0576131687242816,0,-0.01288857142857143,0.02137838621966204,0,0,2013,35,1225,0,-1.6903671301156056,0.14981942533015508,0
2013-12-31,336,451700,0.0007438565419526,0,5359.0,99.6,130.41,5000.0,-1.7509961349669396,0.0007438565419526,0.07438565419526,-0.3731343283582089,0.5412844036697249,-0.9683724235963043,8452,0.7158027215715349,0.7339825306235129,12,4,0,0,0,Medium_Grant,0.0,0,0,0,1,34.98685939553219,1,1,0,5380.522088353414,2.709436313197422e-05,2.049180327868849,0,-0.012740000000000001,0.05422382220624657,0,0,2013,36,1296,0,-1.7011685851905642,0.12463000842060523,0
2014-01-31,536,449200,0.0011932324131789,0,5355.3333,99.0,129.75,5000.0,-1.620635547989546,0.0011932324131789,0.11932324131789,0.5952380952380953,13.105263157894736,0.9683724235963043,8988,0.8342132356242508,0.7339825306235129,1,1,0,0,0,Medium_Grant,0.0,0,0,0,1,36.00525624178712,1,1,0,5409.427575757576,0.005372245839624146,1.9567456230690006,0,-0.012928571428571428,0.012535384223274935,0,0,2014,37,1369,0,-1.674782056877498,0.10548969740787448,0
2014-02-28,236,365600,0.0006455142231947,0,5351.6667,99.5,129.0,5000.0,-1.6958220952428205,0.0006455142231947,0.06455142231947,-0.5597014925373134,3.3703703703703702,-1.1549395877754087,9224,0.7524837252812291,0.7339825306235129,2,1,0,0,0,Medium_Grant,0.0,0,0,0,1,36.925098554533506,1,1,0,5378.5594974874375,-0.005706348377501946,1.7382413087934534,0,-0.013142857142857144,-0.0348378407573749,0,0,2014,38,1444,0,-1.689151259399769,0.04662434537659742,0
2014-03-31,1218,759600,0.0016034755134281,0,5348.0,99.7,128.97,5000.0,-1.7373884065553824,0.0016034755134281,0.16034755134281,4.161016949152542,1.7935779816513762,4.720718441689856,10442,0.5097289648711013,1.7825091118038325,3,1,1,0,1,Medium_Grant,0.0,0,0,0,1,37.943495400788436,1,1,0,5364.092276830491,-0.0026897946678297036,1.6309887869520923,0,-0.01315142857142857,-0.03673276975660096,0,0,2014,39,1521,0,-1.68461534992925,0.049492396896168335,0
2014-04-30,918,473200,0.0019399830938292,0,5341.6667,100.1,128.95,5000.0,-1.6770254584295017,0.0019399830938292,0.19399830938292,-0.24630541871921185,2.889830508474576,-4.407322367871754,11360,0.5274298130053566,1.7682997548658579,4,2,0,0,0,Medium_Grant,0.0,0,0,0,1,38.92904073587385,1,1,0,5336.330369630369,-0.005175508877808821,1.831129196337744,0,-0.01315714285714286,-0.037996055756085605,0,0,2014,40,1600,0,-1.7034119867425683,0.04972960786704044,0
2014-05-31,536,490000,0.0010938775510204,0,5335.3333,100.0,129.43,5000.0,-1.6782413291453386,0.0010938775510204,0.10938775510203999,-0.4161220043572985,-0.1572327044025157,-0.16981658563808666,11896,0.3515100414558077,1.8269853739783317,5,2,0,0,0,Medium_Grant,0.0,0,0,0,1,39.94743758212878,1,1,0,5335.3333,-0.00018684555889636467,1.522842639593902,0,-0.013020000000000004,-0.007677191768468564,0,0,2014,41,1681,0,-1.6975517313767412,0.047012176068967716,0
2014-06-30,936,523300,0.0017886489585323,0,5329.0,100.2,130.01,5000.0,-1.5802851073928204,0.0017886489585323,0.17886489585323,0.7462686567164178,1.7857142857142856,1.1623906610737165,12832,0.45300727228280485,1.773062157498023,6,2,0,0,0,Medium_Grant,0.0,0,0,0,1,40.93298291721419,1,1,0,5318.363273453094,-0.0031806872397093233,1.9328585961342792,0,-0.01285428571428572,0.028958102216566303,0,0,2014,42,1764,0,-1.6451839649892204,0.05595495443057827,0
2014-07-31,800,277000,0.0028880866425992,0,5327.3333,99.9,131.02,5000.0,-1.53182632023647,0.0028880866425992,0.28880866425992,-0.14529914529914534,0.4925373134328359,-0.8915678020155632,13632,0.3912958355713681,1.8083555257125559,7,3,0,0,0,Medium_Grant,0.0,0,0,0,1,41.95137976346912,1,1,0,5332.665965965966,0.002689303414880495,1.6276703967446737,0,-0.012565714285714284,0.0927540451905093,0,0,2014,43,1849,0,-1.59678425225821,0.0775750902847256,0
2014-08-31,500,173800,0.0028768699654775,0,5325.6667,100.2,129.17,5000.0,-1.6139053433335333,0.0028768699654775,0.28768699654775,-0.375,1.1186440677966103,-0.22970085470085466,14132,0.40668762661614427,1.786308092795229,8,3,0,0,0,Medium_Grant,0.0,0,0,0,1,42.96977660972404,1,1,0,5315.036626746507,-0.0033059147773314423,1.5197568389057725,0,-0.013094285714285718,-0.024099909761761726,0,0,2014,44,1936,0,-1.575338923654275,0.07508703733467141,0
2014-09-30,1500,528600,0.0028376844494892,0,5324.0,100.3,128.4,5000.0,-1.7494548387126885,0.0028376844494892,0.28376844494892,2.0,1.7985074626865671,2.375,15632,0.46742208989298034,0.9534184447996153,9,3,0,1,1,Medium_Grant,0.0,0,0,0,1,43.95532194480946,1,1,0,5308.075772681954,-0.0013096530754885816,1.2108980827447047,0,-0.013314285714285716,-0.0727364207418944,0,0,2014,45,2025,0,-1.6317288340942309,0.07841899493018158,0
2014-10-31,800,281600,0.002840909090909,0,5356.0,100.4,125.95,5000.0,-1.752212005682776,0.002840909090909,0.2840909090909,-0.4666666666666667,1.380952380952381,-2.466666666666667,16432,0.45962772836727556,0.9807038208936277,10,4,0,0,0,Medium_Grant,0.0,0,0,0,1,44.973718791064385,1,1,0,5334.661354581673,0.005008515898838883,1.31180625630678,0,-0.014014285714285715,-0.22748895567868405,0,0,2014,46,2116,0,-1.7051907292429995,0.0908386371243171,0
2014-11-30,1000,275400,0.0036310820624546,0,5388.0,100.1,122.92,5000.0,-1.6394321848028646,0.0036310820624546,0.36310820624546,0.25,0.8656716417910448,0.7166666666666667,17432,0.4308578870974343,0.9301664948182773,11,4,0,0,0,Medium_Grant,0.0,0,0,0,1,45.959264126149804,1,1,0,5382.617382617383,0.008989516831189759,0.9072580645161255,0,-0.014879999999999997,-0.4188767846005094,0,0,2014,47,2209,0,-1.7136996763994432,0.08988661570432371,0
2014-12-31,1700,267800,0.0063480209111277,0,5420.0,100.1,116.83,5000.0,-1.6958220952428205,0.0063480209111277,0.6348020911127701,0.7,4.059523809523809,0.44999999999999996,19132,0.5202857477939516,0.9262574244960826,12,4,0,0,0,Medium_Grant,0.0,0,0,0,1,46.97766097240473,1,1,0,5414.5854145854155,0.005939123979213257,0.5020080321285203,0,-0.016620000000000003,-0.8035473714433863,0,0,2014,48,2304,0,-1.6958220952428205,0.08564947687787262,0
2015-01-31,800,266700,0.0029996250468691,2410,5451.3333,99.3,108.27,5000.0,-1.5386427715058837,0.0029996250468691,0.29996250468691,-0.5294117647058824,0.4925373134328359,-1.2294117647058824,19932,0.4265649261319535,0.9773106678779878,1,1,0,0,0,Medium_Grant,0.0,0,0,0,1,47.99605781865966,1,1,0,5489.7616314199395,0.013884020858184298,0.3030303030302939,0,-0.01906571428571429,-1.3442337792225365,0,0,2015,49,2401,0,-1.6246323505171898,0.08356917449362838,0
2015-02-28,600,178800,0.0033557046979865,2529,5482.6667,99.5,107.0,5000.0,-1.689091890586808,0.0033557046979865,0.33557046979865,-0.25,1.542372881355932,0.27941176470588236,20532,0.4523733838433963,0.9622019686511887,2,1,0,0,0,Medium_Grant,0.0,0,0,0,1,48.91590013140604,1,1,0,5510.217788944723,0.0037262378402198593,0.0,0,-0.01942857142857143,-1.42445244018977,0,0,2015,50,2500,0,-1.6411855857785043,0.07994988733021992,0
2015-03-31,2300,595000,0.0038655462184873,2660,5514.0,99.7,110.8,5000.0,-1.5507852282375651,0.0038655462184873,0.38655462184873,2.8333333333333335,0.8883415435139572,3.0833333333333335,22832,0.34173308252512896,1.2702667934396454,3,1,1,0,1,Medium_Grant,0.0,0,0,0,1,49.93429697766097,1,1,0,5530.591775325977,0.003697492034186123,0.0,0,-0.018342857142857147,-1.184428100287811,0,0,2015,51,2601,0,-1.5928399634434192,0.08513282921381274,0
2015-04-30,800,287600,0.0027816411682892,2742,5554.3333,99.9,112.83,5000.0,-1.390909810016672,0.0027816411682892,0.27816411682892,-0.6521739130434783,-0.1285403050108932,-3.4855072463768115,23632,0.3079107079981067,1.298198693162985,4,2,0,0,0,Medium_Grant,0.0,0,0,0,1,50.91984231274638,1,1,0,5559.893193193193,0.005298061953865396,-0.19980019980019303,0,-0.017762857142857143,-1.0562045713401855,0,0,2015,52,2704,0,-1.5435956429470152,0.11581490085458712,0
2015-05-31,900,300200,0.002998001332445,2826,5594.6667,100.1,115.28,5000.0,-1.6287289424609273,0.002998001332445,0.2998001332445,0.125,0.6791044776119404,0.7771739130434783,24532,0.353004208361215,1.3019300713658224,5,2,0,0,0,Medium_Grant,0.0,0,0,0,1,51.93823915900131,1,1,0,5589.077622377622,0.005249098889194226,0.09999999999998899,0,-0.017062857142857143,-0.9014520364033958,0,0,2015,53,2809,0,-1.5234746602383884,0.11487101855382957,0
2015-06-30,1300,359900,0.0036121144762434,2907,5635.0,100.2,116.39,5000.0,-1.5547582659234898,0.0036121144762434,0.36121144762434,0.4444444444444444,0.38888888888888884,0.3194444444444444,25832,0.3278521906718838,1.2931698693961016,6,2,0,0,0,Medium_Grant,0.0,0,0,0,1,52.923784494086725,1,1,0,5623.75249500998,0.006204042057588621,0.0,0,-0.016745714285714287,-0.831339663432034,0,0,2015,54,2916,0,-1.5247990061336967,0.10053858304392173,0
2015-07-31,600,281000,0.0021352313167259,3020,5668.0,100.0,116.5,5000.0,-1.4876651131415968,0.0021352313167259,0.21352313167259,-0.5384615384615384,-0.25,-0.9829059829059829,26432,0.2950886579083511,1.294375385927404,7,3,0,0,0,Medium_Grant,0.0,0,0,0,1,53.942181340341655,1,1,0,5668.0,0.00786796805678791,0.10010010010008674,0,-0.016714285714285716,-0.8243915904348721,0,0,2015,55,3025,0,-1.557050773842005,0.10465443896232596,0
2015-08-31,700,181300,0.0038610038610038,3134,5701.0,100.3,114.12,5000.0,-1.6299448131767644,0.0038610038610038,0.38610038610038,0.16666666666666674,0.3999999999999999,0.7051282051282052,27132,0.34022754679724,1.2681372972614828,8,3,0,0,0,Medium_Grant,0.0,0,0,0,1,54.96057818659658,1,1,0,5683.9481555334,0.002813718336873494,0.09980039920158834,0,-0.017394285714285716,-0.9747226243734674,0,0,2015,56,3136,0,-1.5574560640806172,0.09084332443163043,0
2015-09-30,1900,565400,0.0033604527767951,3244,5734.0,100.2,110.4,5000.0,-1.3330396758085967,0.0033604527767951,0.33604527767951,1.7142857142857144,0.2666666666666666,1.5476190476190477,29032,0.31641802298771615,0.8521127867731141,9,3,0,1,1,Medium_Grant,0.0,0,0,0,1,55.946123521682,1,1,0,5722.554890219561,0.006792239061606642,-0.09970089730807485,0,-0.01845714285714286,-1.2096938202774905,0,0,2015,57,3249,0,-1.4835498673756529,0.12351459516251102,0
2015-10-31,1100,280300,0.0039243667499108,3386,5734.3333,100.3,108.74,5000.0,-1.3117502250774729,0.0039243667499108,0.39243667499108,-0.42105263157894735,0.375,-2.1353383458646618,30132,0.3202191925783594,0.8095035660371397,10,4,0,0,0,Medium_Grant,0.0,0,0,0,1,56.96452036793692,1,1,0,5717.181754735793,-0.0009389399642021345,-0.09960159362550902,0,-0.018931428571428575,-1.3145465582346627,0,0,2015,58,3364,0,-1.4249115713542784,0.14101993075141125,0
